5000,175,34,141,0,0
10000,210,44,166,0,0
15000,305,59,246,0,0
20000,515,98,417,0,0
25000,664,116,548,0,0
30000,774,129,645,0,0
35000,1004,172,832,0,0
40000,1169,208,961,0,0
45000,1275,222,1053,0,0
50000,1411,240,1171,0,0
55000,1470,247,1223,0,0
60000,1528,249,1279,0,0
65000,1604,260,1344,0,0
70000,1679,280,1399,0,0
75000,1771,294,1477,0,0
80000,1903,307,1596,0,0
85000,1976,319,1657,0,0
90000,2010,320,1690,0,0
95000,2033,322,1711,0,0
100000,2085,326,1759,0,0
105000,2179,338,1841,0,0
110000,2292,342,1950,0,0
115000,2331,344,1987,0,0
120000,2403,348,2055,0,0
125000,2479,360,2119,0,0
130000,2509,364,2145,0,0
135000,2588,379,2209,0,0
140000,2671,388,2283,0,0
145000,2801,420,2381,0,0
150000,2888,430,2458,0,0
155000,2963,438,2525,0,0
160000,3043,443,2600,0,0
165000,3159,452,2707,0,0
170000,3231,458,2773,0,0
175000,3336,467,2869,0,0
180000,3384,476,2908,0,0
185000,3429,484,2945,0,0
190000,3629,505,3124,0,0
195000,3736,517,3219,0,0
200000,3835,527,3308,0,0
205000,3968,535,3433,0,0
210000,4007,540,3467,0,0
215000,4070,547,3523,0,0
220000,4250,576,3674,0,0
225000,4317,585,3732,0,0
230000,4480,609,3871,0,0
235000,4616,636,3980,0,0
240000,4696,648,4048,0,0
245000,4736,653,4083,0,0
250000,4801,659,4142,0,0
255000,4883,667,4216,0,0
260000,4977,678,4299,0,0
265000,5043,686,4357,0,0
270000,5109,701,4408,0,0
275000,5286,741,4545,0,0
280000,5356,747,4609,0,0
285000,5522,786,4736,0,0
290000,5684,816,4868,0,0
295000,5837,848,4989,0,0
300000,5875,851,5024,0,0
305000,5979,863,5116,0,0
310000,6041,877,5164,0,0
315000,6225,901,5324,0,0
320000,6294,905,5389,0,0
325000,6390,915,5475,0,0
330000,6516,932,5584,0,0
335000,6671,952,5719,0,0
340000,6798,968,5830,0,0
345000,6934,977,5957,0,0
350000,6995,986,6009,0,0
355000,7161,1000,6161,0,0
360000,7275,1012,6263,0,0
365000,7354,1022,6332,0,0
370000,7470,1035,6435,0,0
375000,7590,1052,6538,0,0
380000,7612,1053,6559,0,0
385000,7674,1060,6614,0,0
390000,7885,1098,6787,0,0
395000,8027,1117,6910,0,0
400000,8170,1132,7038,0,0
405000,8349,1151,7198,0,0
410000,8523,1184,7339,0,0
415000,8726,1215,7511,0,0
420000,8867,1237,7630,0,0
425000,8935,1246,7689,0,0
430000,9070,1262,7808,0,0
435000,9153,1272,7881,0,0
440000,9285,1284,8001,0,0
445000,9424,1299,8125,0,0
450000,9647,1326,8321,0,0
455000,9792,1349,8443,0,0
460000,9983,1397,8586,0,0
465000,10067,1404,8663,0,0
470000,10207,1416,8791,0,0
475000,10342,1439,8903,0,0
480000,10463,1454,9009,0,0
485000,10600,1472,9128,0,0
490000,10822,1496,9326,0,0
495000,10915,1513,9402,0,0
500000,11078,1537,9541,0,0
505000,11222,1558,9664,0,0
510000,11357,1577,9780,0,0
515000,11493,1601,9892,0,0
520000,11631,1624,10007,0,0
525000,11769,1645,10124,0,0
530000,11843,1651,10192,0,0
535000,11979,1680,10299,0,0
540000,12104,1683,10421,0,0
545000,12173,1686,10487,0,0
550000,12239,1694,10545,0,0
555000,12298,1697,10601,0,0
560000,12425,1706,10719,0,0
565000,12630,1739,10891,0,0
570000,12739,1756,10983,0,0
575000,12971,1781,11190,0,0
580000,13055,1789,11266,0,0
585000,13195,1802,11393,0,0
590000,13260,1805,11455,0,0
595000,13451,1834,11617,0,0
600000,13526,1840,11686,0,0
605000,13652,1858,11794,0,0
610000,13791,1870,11921,0,0
615000,13855,1874,11981,0,0
620000,13971,1880,12091,0,0
625000,14131,1896,12235,0,0
630000,14305,1910,12395,0,0
635000,14417,1925,12492,0,0
640000,14540,1939,12601,0,0
645000,14628,1948,12680,0,0
650000,14728,1969,12759,0,0
655000,14860,1989,12871,0,0
660000,14958,2002,12956,0,0
665000,15090,2014,13076,0,0
670000,15181,2029,13152,0,0
675000,15309,2046,13263,0,0
680000,15380,2052,13328,0,0
685000,15546,2076,13470,0,0
690000,15707,2099,13608,0,0
695000,15802,2106,13696,0,0
700000,15923,2116,13807,0,0
705000,16005,2129,13876,0,0
710000,16082,2137,13945,0,0
715000,16136,2140,13996,0,0
720000,16268,2164,14104,0,0
725000,16437,2194,14243,0,0
730000,16527,2209,14318,0,0
