5000,203,38,165,0,0
10000,246,48,198,0,0
15000,355,63,292,0,0
20000,604,109,495,0,0
25000,766,128,638,0,0
30000,901,143,758,0,0
35000,1156,186,970,0,0
40000,1346,224,1122,0,0
45000,1467,240,1227,0,0
50000,1622,261,1361,0,0
55000,1692,269,1423,0,0
60000,1773,271,1502,0,0
65000,1870,283,1587,0,0
70000,1962,306,1656,0,0
75000,2069,321,1748,0,0
80000,2215,338,1877,0,0
85000,2296,350,1946,0,0
90000,2341,351,1990,0,0
95000,2386,355,2031,0,0
100000,2453,359,2094,0,0
105000,2561,373,2188,0,0
110000,2683,377,2306,0,0
115000,2744,380,2364,0,0
120000,2831,385,2446,0,0
125000,2928,399,2529,0,0
130000,2980,403,2577,0,0
135000,3071,420,2651,0,0
140000,3165,431,2734,0,0
145000,3307,466,2841,0,0
150000,3406,477,2929,0,0
155000,3497,488,3009,0,0
160000,3593,493,3100,0,0
165000,3720,505,3215,0,0
170000,3804,511,3293,0,0
175000,3921,521,3400,0,0
180000,3988,533,3455,0,0
185000,4048,541,3507,0,0
190000,4270,562,3708,0,0
195000,4389,574,3815,0,0
200000,4512,586,3926,0,0
205000,4662,595,4067,0,0
210000,4712,600,4112,0,0
215000,4794,608,4186,0,0
220000,4988,638,4350,0,0
225000,5071,649,4422,0,0
230000,5255,674,4581,0,0
235000,5430,704,4726,0,0
240000,5543,718,4825,0,0
245000,5602,723,4879,0,0
250000,5682,732,4950,0,0
255000,5776,741,5035,0,0
260000,5891,754,5137,0,0
265000,5981,764,5217,0,0
270000,6080,780,5300,0,0
275000,6269,822,5447,0,0
280000,6355,829,5526,0,0
285000,6539,870,5669,0,0
290000,6716,902,5814,0,0
295000,6881,934,5947,0,0
300000,6938,938,6000,0,0
305000,7062,955,6107,0,0
310000,7133,969,6164,0,0
315000,7332,997,6335,0,0
320000,7419,1003,6416,0,0
325000,7530,1015,6515,0,0
330000,7680,1035,6645,0,0
335000,7851,1058,6793,0,0
340000,7994,1076,6918,0,0
345000,8136,1085,7051,0,0
350000,8215,1096,7119,0,0
355000,8395,1112,7283,0,0
360000,8522,1126,7396,0,0
365000,8622,1136,7486,0,0
370000,8762,1151,7611,0,0
375000,8911,1170,7741,0,0
380000,8948,1171,7777,0,0
385000,9030,1180,7850,0,0
390000,9248,1220,8028,0,0
395000,9401,1240,8161,0,0
400000,9567,1257,8310,0,0
405000,9762,1279,8483,0,0
410000,9950,1316,8634,0,0
415000,10177,1351,8826,0,0
420000,10338,1376,8962,0,0
425000,10418,1385,9033,0,0
430000,10566,1401,9165,0,0
435000,10664,1411,9253,0,0
440000,10811,1424,9387,0,0
445000,10961,1441,9520,0,0
450000,11196,1469,9727,0,0
455000,11352,1493,9859,0,0
460000,11560,1544,10016,0,0
465000,11658,1552,10106,0,0
470000,11812,1569,10243,0,0
475000,11969,1594,10375,0,0
480000,12109,1610,10499,0,0
485000,12264,1633,10631,0,0
490000,12498,1658,10840,0,0
495000,12604,1675,10929,0,0
500000,12777,1699,11078,0,0
505000,12941,1721,11220,0,0
510000,13092,1740,11352,0,0
515000,13245,1767,11478,0,0
520000,13389,1790,11599,0,0
525000,13539,1815,11724,0,0
530000,13621,1821,11800,0,0
535000,13763,1850,11913,0,0
540000,13896,1853,12043,0,0
545000,13979,1859,12120,0,0
550000,14056,1867,12189,0,0
555000,14128,1870,12258,0,0
560000,14271,1881,12390,0,0
565000,14485,1914,12571,0,0
570000,14609,1933,12676,0,0
575000,14861,1960,12901,0,0
580000,14964,1971,12993,0,0
585000,15121,1987,13134,0,0
590000,15198,1991,13207,0,0
595000,15398,2021,13377,0,0
600000,15483,2028,13455,0,0
605000,15624,2050,13574,0,0
610000,15782,2065,13717,0,0
615000,15865,2070,13795,0,0
620000,15993,2077,13916,0,0
625000,16164,2094,14070,0,0
630000,16348,2108,14240,0,0
635000,16473,2124,14349,0,0
640000,16606,2139,14467,0,0
645000,16719,2149,14570,0,0
650000,16850,2185,14665,0,0
655000,16999,2205,14794,0,0
660000,17105,2220,14885,0,0
665000,17242,2233,15009,0,0
670000,17344,2249,15095,0,0
675000,17484,2267,15217,0,0
680000,17571,2275,15296,0,0
685000,17751,2303,15448,0,0
690000,17918,2327,15591,0,0
695000,18024,2336,15688,0,0
700000,18153,2346,15807,0,0
705000,18250,2360,15890,0,0
710000,18339,2370,15969,0,0
715000,18415,2373,16042,0,0
720000,18556,2398,16158,0,0
725000,18738,2432,16306,0,0
730000,18846,2449,16397,0,0
735000,18946,2462,16484,0,0
740000,19032,2470,16562,0,0
745000,19189,2489,16700,0,0
750000,19345,2503,16842,0,0
755000,19488,2520,16968,0,0
760000,19596,2530,17066,0,0
765000,19697,2541,17156,0,0
770000,19827,2556,17271,0,0
775000,19941,2570,17371,0,0
780000,20064,2577,17487,0,0
785000,20206,2598,17608,0,0
790000,20355,2609,17746,0,0
795000,20513,2625,17888,0,0
800000,20636,2640,17996,0,0
805000,20778,2659,18119,0,0
810000,20929,2673,18256,0,0
815000,21063,2688,18375,0,0
820000,21163,2702,18461,0,0
825000,21254,2712,18542,0,0
830000,21440,2728,18712,0,0
835000,21565,2743,18822,0,0
840000,21646,2756,18890,0,0
845000,21786,2779,19007,0,0
850000,21922,2785,19137,0,0
855000,22117,2791,19326,0,0
860000,22174,2793,19381,0,0
865000,22295,2798,19497,0,0
870000,22332,2801,19531,0,0
875000,22426,2806,19620,0,0
880000,22720,2832,19888,0,0
885000,22814,2838,19976,0,0
890000,23000,2854,20146,0,0
895000,23131,2864,20267,0,0
900000,23253,2873,20380,0,0
905000,23359,2891,20468,0,0
910000,23432,2903,20529,0,0
915000,23513,2916,20597,0,0
920000,23637,2928,20709,0,0
925000,23733,2936,20797,0,0
930000,23865,2955,20910,0,0
935000,23993,2962,21031,0,0
940000,24116,2974,21142,0,0
945000,24225,2984,21241,0,0
950000,24282,2991,21291,0,0
955000,24378,3003,21375,0,0
960000,24543,3021,21522,0,0
965000,24622,3030,21592,0,0
970000,24766,3043,21723,0,0
975000,24905,3063,21842,0,0
980000,24996,3085,21911,0,0
985000,25099,3096,22003,0,0
990000,25198,3116,22082,0,0
995000,25280,3138,22142,0,0
1000000,25380,3151,22229,0,0
1005000,25460,3161,22299,0,0
1010000,25556,3166,22390,0,0
1015000,25689,3181,22508,0,0
1020000,25715,3184,22531,0,0
1025000,25811,3197,22614,0,0
1030000,25953,3215,22738,0,0
1035000,26028,3218,22810,0,0
1040000,26092,3221,22871,0,0
1045000,26192,3226,22966,0,0
1050000,26279,3232,23047,0,0
1055000,26365,3242,23123,0,0
1060000,26467,3254,23213,0,0
1065000,26550,3262,23288,0,0
1070000,26683,3280,23403,0,0
1075000,26764,3285,23479,0,0
1080000,26830,3288,23542,0,0
1085000,26898,3289,23609,0,0
1090000,26958,3290,23668,0,0
1095000,27043,3298,23745,0,0
1100000,27146,3303,23843,0,0
1105000,27231,3312,23919,0,0
1110000,27321,3321,24000,0,0
1115000,27409,3330,24079,0,0
1120000,27544,3344,24200,0,0
